Duration,Start date,Start Station,Start terminal,End date,End Station,End terminal,Bike#,Subscriber Type
0h 5m 16s,6/30/2014 5:58,17th & Corcoran St NW,31214,6/30/2014 6:03,Thomas Circle,31241,W01482,Registered
0h 32m 58s,6/30/2014 5:58,Anacostia Ave & Benning Rd NE / River Terrace ,31708,6/30/2014 6:31,20th & L St NW,31250,W21507,Registered
0h 4m 6s,6/30/2014 5:58,1st & K St SE,31628,6/30/2014 6:02,Washington & Independence Ave SW/HHS,31272,W20926,Registered
0h 9m 51s,6/30/2014 5:58,14th & Rhode Island Ave NW,31203,6/30/2014 6:08,18th St & Wyoming Ave NW,31114,W01331,Registered
0h 8m 1s,6/30/2014 5:59,11th & Kenyon St NW,31102,6/30/2014 6:07,New Hampshire Ave & T St NW,31229,W20411,Registered
0h 3m 21s,6/30/2014 5:59,8th & F St NE,31631,6/30/2014 6:02,Columbus Circle / Union Station,31623,W00806,Registered
0h 5m 0s,6/30/2014 5:59,Van Ness Metro / UDC,31300,6/30/2014 6:04,Connecticut Ave & Newark St NW / Cleveland Park,31305,W20691,Registered
0h 15m 9s,6/30/2014 5:59,D St & Maryland Ave NE,31612,6/30/2014 6:14,USDA / 12th & Independence Ave SW,31217,W21496,Registered
0h 5m 17s,6/30/2014 6:00,North Capitol St & G Pl NE,31637,6/30/2014 6:05,7th & F St NW / National Portrait Gallery,31232,W20675,Registered
0h 4m 31s,6/30/2014 6:00,North Capitol St & F St NW,31624,6/30/2014 6:05,8th & H St NW,31228,W20026,Registered
0h 2m 21s,6/30/2014 6:01,8th & Eye St SE / Barracks Row,31608,6/30/2014 6:03,3rd & G St SE,31625,W00655,Registered
0h 12m 23s,6/30/2014 6:01,North Capitol St & F St NW,31624,6/30/2014 6:13,12th & L St NW,31251,W01240,Registered
0h 4m 18s,6/30/2014 6:01,Takoma Metro,31408,6/30/2014 6:05,Maple & Ritchie Ave,32011,W01355,Registered
0h 10m 15s,6/30/2014 6:01,Columbus Circle / Union Station,31623,6/30/2014 6:12,USDA / 12th & Independence Ave SW,31217,W00321,Casual
0h 17m 33s,6/30/2014 6:02,Tenleytown / Wisconsin Ave & Albemarle St NW,31303,6/30/2014 6:20,Battery Ln & Trolley Trail,32027,W20900,Registered
0h 5m 2s,6/30/2014 6:02,14th & Belmont St NW,31119,6/30/2014 6:07,Massachusetts Ave & Dupont Circle NW,31200,W21362,Registered
0h 3m 56s,6/30/2014 6:02,Eastern Market Metro / Pennsylvania Ave & 7th St SE,31613,6/30/2014 6:06,3rd & G St SE,31625,W21295,Registered
0h 5m 44s,6/30/2014 6:03,North Capitol St & F St NW,31624,6/30/2014 6:08,8th & D St NW,31270,W20517,Registered
0h 5m 54s,6/30/2014 6:03,5th & K St NW,31600,6/30/2014 6:09,13th St & New York Ave NW,31227,W20633,Registered
0h 4m 50s,6/30/2014 6:05,11th & Kenyon St NW,31102,6/30/2014 6:09,Lamont & Mt Pleasant NW,31107,W00573,Registered
0h 14m 9s,6/30/2014 6:05,Ohio Dr & West Basin Dr SW / MLK & FDR Memorials,31240,6/30/2014 6:19,Constitution Ave & 2nd St NW/DOL,31271,W20184,Registered
0h 0m 29s,6/30/2014 6:05,17th & Corcoran St NW,31214,6/30/2014 6:05,17th & Corcoran St NW,31214,W21195,Registered
0h 3m 54s,6/30/2014 6:05,14th & R St NW,31202,6/30/2014 6:09,14th & Rhode Island Ave NW,31203,W21250,Registered
0h 7m 2s,6/30/2014 6:06,Florida Ave & R St NW,31503,6/30/2014 6:13,Thomas Circle,31241,W00310,Registered
0h 3m 28s,6/30/2014 6:06,Eastern Market Metro / Pennsylvania Ave & 7th St SE,31613,6/30/2014 6:09,3rd & D St SE,31605,W00677,Registered
0h 7m 3s,6/30/2014 6:06,Massachusetts Ave & Dupont Circle NW,31200,6/30/2014 6:13,Thomas Circle,31241,W00988,Registered
0h 10m 15s,6/30/2014 6:06,Massachusetts Ave & Dupont Circle NW,31200,6/30/2014 6:17,US Dept of State / Virginia Ave & 21st St NW,31220,W20713,Registered
0h 23m 39s,6/30/2014 6:07,Jefferson Memorial,31249,6/30/2014 6:30,20th St & Florida Ave NW,31110,W21142,Registered
0h 14m 3s,6/30/2014 6:07,14th St & Spring Rd NW,31401,6/30/2014 6:21,11th & F St NW,31262,W20182,Registered
0h 7m 50s,6/30/2014 6:08,3rd St & Pennsylvania Ave SE,31269,6/30/2014 6:16,USDA / 12th & Independence Ave SW,31217,W21379,Registered
0h 4m 35s,6/30/2014 6:08,17th & Corcoran St NW,31214,6/30/2014 6:13,17th & K St NW,31213,W21195,Registered
0h 10m 6s,6/30/2014 6:09,Connecticut Ave & Newark St NW / Cleveland Park,31305,6/30/2014 6:19,Massachusetts Ave & Dupont Circle NW,31200,W20123,Registered
0h 5m 26s,6/30/2014 6:10,14th & V St NW,31101,6/30/2014 6:15,20th St & Florida Ave NW,31110,W01083,Registered
0h 10m 7s,6/30/2014 6:10,14th & G St NW,31238,6/30/2014 6:20,North Capitol St & G Pl NE,31637,W01246,Registered
0h 5m 47s,6/30/2014 6:11,Georgia Ave & Emerson St NW,31405,6/30/2014 6:17,Georgia & New Hampshire Ave NW,31400,W00208,Registered
0h 8m 1s,6/30/2014 6:12,3rd & H St NE,31616,6/30/2014 6:20,3rd & D St SE,31605,W20464,Registered
0h 3m 15s,6/30/2014 6:12,8th & Eye St SE / Barracks Row,31608,6/30/2014 6:16,Eastern Market Metro / Pennsylvania Ave & 7th St SE,31613,W20996,Registered
0h 8m 28s,6/30/2014 6:12,7th & R St NW / Shaw Library,31245,6/30/2014 6:21,7th & F St NW / National Portrait Gallery,31232,W20216,Registered
0h 9m 8s,6/30/2014 6:13,D St & Maryland Ave NE,31612,6/30/2014 6:22,Washington & Independence Ave SW/HHS,31272,W20951,Registered
0h 10m 35s,6/30/2014 6:13,L'Enfant Plaza / 7th & C St SW,31218,6/30/2014 6:23,3rd & G St SE,31625,W00256,Registered
0h 6m 43s,6/30/2014 6:13,11th & M St NW,31266,6/30/2014 6:20,14th & V St NW,31101,W01179,Registered
0h 6m 38s,6/30/2014 6:14,17th & Corcoran St NW,31214,6/30/2014 6:21,19th & K St NW,31253,W00316,Registered
0h 13m 43s,6/30/2014 6:15,20th & O St NW / Dupont South,31234,6/30/2014 6:29,3rd & H St NW,31604,W20672,Casual
0h 12m 11s,6/30/2014 6:16,Columbus Circle / Union Station,31623,6/30/2014 6:28,Potomac Ave & 8th St SE,31635,W00806,Registered
0h 3m 58s,6/30/2014 6:16,D St & Maryland Ave NE,31612,6/30/2014 6:20,Columbus Circle / Union Station,31623,W20637,Registered
0h 3m 50s,6/30/2014 6:16,D St & Maryland Ave NE,31612,6/30/2014 6:20,Columbus Circle / Union Station,31623,W20423,Registered
0h 9m 36s,6/30/2014 6:16,North Capitol St & F St NW,31624,6/30/2014 6:26,USDA / 12th & Independence Ave SW,31217,W20557,Registered
0h 13m 25s,6/30/2014 6:16,6th & H St NE,31615,6/30/2014 6:30,1st & K St SE,31628,W21616,Registered
0h 23m 13s,6/30/2014 6:17,9th & Upshur St NW,31404,6/30/2014 6:40,Smithsonian / Jefferson Dr & 12th St SW,31248,W21190,Registered
0h 15m 13s,6/30/2014 6:17,14th & Rhode Island Ave NW,31203,6/30/2014 6:33,North Capitol St & F St NW,31624,W21642,Registered
0h 16m 20s,6/30/2014 6:17,Georgia Ave and Fairmont St NW,31207,6/30/2014 6:34,10th St & Constitution Ave NW,31219,W20381,Registered
0h 6m 32s,6/30/2014 6:18,L'Enfant Plaza / 7th & C St SW,31218,6/30/2014 6:24,8th & D St NW,31270,W00724,Registered
0h 12m 33s,6/30/2014 6:18,Columbus Circle / Union Station,31623,6/30/2014 6:30,M St & New Jersey Ave SE,31208,W21579,Registered
0h 1m 33s,6/30/2014 6:18,Norfolk & Rugby Ave,32028,6/30/2014 6:20,Norfolk Ave & Fairmont St,32000,W00843,Registered
0h 9m 7s,6/30/2014 6:19,3rd & D St SE,31605,6/30/2014 6:28,M St & Delaware Ave NE,31627,W21229,Registered
0h 7m 42s,6/30/2014 6:19,Columbus Circle / Union Station,31623,6/30/2014 6:26,13th & H St NE,31611,W20515,Registered
0h 2m 33s,6/30/2014 6:19,11th & M St NW,31266,6/30/2014 6:22,Metro Center / 12th & G St NW,31230,W00411,Registered
0h 25m 21s,6/30/2014 6:19,15th St & Massachusetts Ave SE,31626,6/30/2014 6:45,17th & Rhode Island Ave NW,31239,W21617,Registered
0h 4m 17s,6/30/2014 6:20,11th & F St NW,31262,6/30/2014 6:24,5th & F St NW,31620,W00932,Registered
0h 8m 27s,6/30/2014 6:21,7th & R St NW / Shaw Library,31245,6/30/2014 6:29,16th & Harvard St NW,31103,W00362,Registered
0h 1m 15s,6/30/2014 6:21,14th & Belmont St NW,31119,6/30/2014 6:22,14th & V St NW,31101,W01366,Registered
0h 2m 49s,6/30/2014 6:21,8th & F St NE,31631,6/30/2014 6:24,Columbus Circle / Union Station,31623,W01284,Registered
0h 1m 14s,6/30/2014 6:22,Wilson Blvd & Franklin Rd,31020,6/30/2014 6:23,Court House Metro / Wilson Blvd & N Uhle St,31017,W00935,Registered
0h 16m 58s,6/30/2014 6:22,3rd & Elm St NW,31118,6/30/2014 6:39,L'Enfant Plaza / 7th & C St SW,31218,W20081,Registered
0h 9m 52s,6/30/2014 6:22,11th & M St NW,31266,6/30/2014 6:32,22nd & I St NW / Foggy Bottom,31257,W21290,Registered
0h 19m 21s,6/30/2014 6:22,16th & Harvard St NW,31103,6/30/2014 6:42,North Capitol St & F St NW,31624,W20570,Registered
1h 10m 45s,6/30/2014 6:22,Maryland & Independence Ave SW,31243,6/30/2014 7:33,Maryland & Independence Ave SW,31243,W00722,Casual
1h 10m 52s,6/30/2014 6:22,Maryland & Independence Ave SW,31243,6/30/2014 7:33,Maryland & Independence Ave SW,31243,W21702,Casual
0h 4m 14s,6/30/2014 6:23,18th St & Wyoming Ave NW,31114,6/30/2014 6:27,Calvert St & Woodley Pl NW,31121,W21282,Registered
0h 4m 55s,6/30/2014 6:23,Carroll & Ethan Allen Ave,32026,6/30/2014 6:28,Takoma Metro,31408,W00174,Registered
0h 4m 38s,6/30/2014 6:24,Lamont & Mt Pleasant NW,31107,6/30/2014 6:28,Adams Mill & Columbia Rd NW,31104,W00573,Registered
0h 11m 59s,6/30/2014 6:24,Eastern Market Metro / Pennsylvania Ave & 7th St SE,31613,6/30/2014 6:36,Independence Ave & L'Enfant Plaza SW/DOE,31633,W01327,Registered
0h 19m 58s,6/30/2014 6:24,S Joyce & Army Navy Dr,31006,6/30/2014 6:44,20th & L St NW,31250,W20694,Registered
0h 5m 9s,6/30/2014 6:24,11th & M St NW,31266,6/30/2014 6:29,13th St & New York Ave NW,31227,W20008,Registered
0h 13m 33s,6/30/2014 6:24,11th & Kenyon St NW,31102,6/30/2014 6:38,20th & L St NW,31250,W00109,Registered
0h 11m 5s,6/30/2014 6:24,17th & Corcoran St NW,31214,6/30/2014 6:35,Adams Mill & Columbia Rd NW,31104,W00481,Casual
0h 4m 4s,6/30/2014 6:24,11th & Kenyon St NW,31102,6/30/2014 6:28,10th & Florida Ave NW,31120,W20439,Registered
0h 27m 54s,6/30/2014 6:25,Calvert & Biltmore St NW,31106,6/30/2014 6:53,Adams Mill & Columbia Rd NW,31104,W00385,Registered
0h 10m 22s,6/30/2014 6:25,1st & K St SE,31628,6/30/2014 6:35,North Capitol St & G Pl NE,31637,W01059,Registered
0h 8m 16s,6/30/2014 6:25,15th St & Massachusetts Ave SE,31626,6/30/2014 6:33,Columbus Circle / Union Station,31623,W00561,Registered
0h 9m 35s,6/30/2014 6:25,3000 Connecticut Ave NW / National Zoo,31307,6/30/2014 6:35,21st & M St NW,31212,W20424,Registered
0h 7m 6s,6/30/2014 6:26,Columbus Circle / Union Station,31623,6/30/2014 6:33,Maryland & Independence Ave SW,31243,W01284,Registered
0h 4m 43s,6/30/2014 6:26,15th & East Capitol St NE,31630,6/30/2014 6:30,Potomac & Pennsylvania Ave SE,31606,W01299,Registered
0h 5m 20s,6/30/2014 6:26,15th & Euclid St  NW,31117,6/30/2014 6:31,20th St & Florida Ave NW,31110,W00019,Registered
0h 3m 47s,6/30/2014 6:27,1st & Rhode Island Ave NW,31506,6/30/2014 6:31,7th & R St NW / Shaw Library,31245,W20040,Registered
0h 3m 45s,6/30/2014 6:27,8th & D St NW,31270,6/30/2014 6:31,Constitution Ave & 2nd St NW/DOL,31271,W00024,Registered
0h 3m 3s,6/30/2014 6:27,12th & L St NW,31251,6/30/2014 6:30,11th & F St NW,31262,W20952,Registered
0h 22m 26s,6/30/2014 6:28,D St & Maryland Ave NE,31612,6/30/2014 6:50,17th & K St NW,31213,W00948,Registered
0h 4m 4s,6/30/2014 6:28,Shady Grove Metro West,32045,6/30/2014 6:32,King Farm Blvd & Pleasant Dr,32037,W00431,Registered
0h 9m 49s,6/30/2014 6:28,Columbus Circle / Union Station,31623,6/30/2014 6:38,4th & E St SW,31244,W20637,Registered
0h 7m 17s,6/30/2014 6:28,Columbus Circle / Union Station,31623,6/30/2014 6:36,11th & F St NW,31262,W20301,Registered
0h 14m 50s,6/30/2014 6:29,11th & K St NW,31263,6/30/2014 6:43,Thomas Circle,31241,W00509,Casual
0h 11m 49s,6/30/2014 6:29,Eastern Market / 7th & North Carolina Ave SE,31610,6/30/2014 6:40,1st & M St NE,31603,W20329,Registered
0h 4m 29s,6/30/2014 6:29,13th & U St NW,31268,6/30/2014 6:33,20th St & Florida Ave NW,31110,W20823,Registered
0h 24m 52s,6/30/2014 6:29,9th & Upshur St NW,31404,6/30/2014 6:54,East West Hwy & Blair Mill Rd,32019,W00665,Registered
0h 9m 26s,6/30/2014 6:29,Florida Ave & R St NW,31503,6/30/2014 6:38,5th & F St NW,31620,W01156,Registered
0h 5m 26s,6/30/2014 6:29,New Hampshire Ave & T St NW,31229,6/30/2014 6:35,17th & K St NW,31213,W00043,Registered
0h 8m 1s,6/30/2014 6:30,17th & K St NW,31213,6/30/2014 6:38,Georgetown Harbor / 30th St NW,31215,W20769,Registered
0h 8m 24s,6/30/2014 6:30,Clarendon Blvd & Pierce St,31016,6/30/2014 6:38,25th St & Pennsylvania Ave NW,31237,w00059,Registered
0h 20m 55s,6/30/2014 6:30,15th & F St NE,31632,6/30/2014 6:51,11th & K St NW,31263,W21275,Registered
0h 11m 51s,6/30/2014 6:30,Columbus Circle / Union Station,31623,6/30/2014 6:42,M St & New Jersey Ave SE,31208,W00896,Registered
0h 2m 45s,6/30/2014 6:31,Convention Center / 7th & M St NW,31223,6/30/2014 6:33,11th & K St NW,31263,W00263,Registered
0h 10m 37s,6/30/2014 6:31,New Jersey Ave & R St NW,31509,6/30/2014 6:41,14th & G St NW,31238,W21634,Registered
0h 11m 54s,6/30/2014 6:31,Columbus Circle / Union Station,31623,6/30/2014 6:43,USDA / 12th & Independence Ave SW,31217,W21676,Registered
0h 10m 34s,6/30/2014 6:31,15th St & Massachusetts Ave SE,31626,6/30/2014 6:42,3rd St & Pennsylvania Ave SE,31269,W20811,Registered
0h 13m 7s,6/30/2014 6:32,15th & P St NW,31201,6/30/2014 6:45,Wisconsin Ave & O St NW,31312,W20202,Registered
0h 6m 9s,6/30/2014 6:32,US Dept of State / Virginia Ave & 21st St NW,31220,6/30/2014 6:38,25th St & Pennsylvania Ave NW,31237,W00051,Casual
0h 20m 1s,6/30/2014 6:32,Connecticut & Nebraska Ave NW,31310,6/30/2014 6:52,15th & K St NW,31254,W20625,Registered
0h 11m 4s,6/30/2014 6:32,Columbus Circle / Union Station,31623,6/30/2014 6:43,USDA / 12th & Independence Ave SW,31217,W20605,Registered
0h 13m 39s,6/30/2014 6:32,Georgia & New Hampshire Ave NW,31400,6/30/2014 6:46,15th & K St NW,31254,W21057,Registered
0h 11m 30s,6/30/2014 6:32,Florida Ave & R St NW,31503,6/30/2014 6:44,Massachusetts Ave & Dupont Circle NW,31200,W20283,Registered
0h 2m 57s,6/30/2014 6:32,Arlington Blvd & N Queen St,31051,6/30/2014 6:35,Rosslyn Metro / Wilson Blvd & Ft Myer Dr,31015,W01281,Registered
0h 10m 17s,6/30/2014 6:32,3rd St & Pennsylvania Ave SE,31269,6/30/2014 6:43,Smithsonian / Jefferson Dr & 12th St SW,31248,W01370,Registered
0h 21m 22s,6/30/2014 6:32,N Adams St & Lee Hwy,31030,6/30/2014 6:54,21st & M St NW,31212,W00985,Registered
0h 10m 16s,6/30/2014 6:33,New Jersey Ave & R St NW,31509,6/30/2014 6:43,17th & Rhode Island Ave NW,31239,W00502,Registered
0h 20m 58s,6/30/2014 6:33,Columbia Rd & Belmont St NW,31113,6/30/2014 6:54,5th & F St NW,31620,W20744,Registered
0h 4m 57s,6/30/2014 6:33,Columbus Circle / Union Station,31623,6/30/2014 6:38,8th & F St NE,31631,W21402,Casual
0h 5m 34s,6/30/2014 6:33,New Hampshire Ave & T St NW,31229,6/30/2014 6:39,Massachusetts Ave & Dupont Circle NW,31200,W21253,Registered
0h 12m 53s,6/30/2014 6:33,15th & P St NW,31201,6/30/2014 6:46,North Capitol St & F St NW,31624,W21090,Casual
0h 12m 50s,6/30/2014 6:33,8th & F St NE,31631,6/30/2014 6:46,5th St & Massachusetts Ave NW,31265,W00842,Registered
0h 3m 3s,6/30/2014 6:34,Battery Ln & Trolley Trail,32027,6/30/2014 6:37,Norfolk Ave & Fairmont St,32000,W01398,Registered
0h 18m 57s,6/30/2014 6:34,Rhode Island Ave & V St NE,31513,6/30/2014 6:53,15th & K St NW,31254,W20037,Registered
0h 13m 14s,6/30/2014 6:34,Lincoln Memorial,31258,6/30/2014 6:47,Jefferson Dr & 14th St SW,31247,W21406,Casual
0h 13m 28s,6/30/2014 6:35,14th & Belmont St NW,31119,6/30/2014 6:48,21st & M St NW,31212,W20586,Registered
0h 8m 36s,6/30/2014 6:35,Columbus Circle / Union Station,31623,6/30/2014 6:43,M St & New Jersey Ave SE,31208,W00561,Registered
0h 1m 35s,6/30/2014 6:35,Aurora Hills Community Ctr/18th & Hayes St,31004,6/30/2014 6:37,12th & Hayes St /  Pentagon City Metro,31005,W21472,Registered
0h 5m 25s,6/30/2014 6:35,8th & East Capitol St NE,31629,6/30/2014 6:41,Columbus Circle / Union Station,31623,W20846,Registered
0h 11m 5s,6/30/2014 6:36,Market Square / King St & Royal St,31042,6/30/2014 6:47,King St Metro,31048,W20839,Casual
0h 7m 57s,6/30/2014 6:36,Columbia Rd & Belmont St NW,31113,6/30/2014 6:44,13th & U St NW,31268,W01387,Registered
0h 2m 39s,6/30/2014 6:36,Crystal City Metro / 18th & Bell St,31007,6/30/2014 6:39,23rd & Crystal Dr,31011,W21591,Registered
0h 2m 49s,6/30/2014 6:36,3rd & H St NE,31616,6/30/2014 6:39,Columbus Circle / Union Station,31623,W20545,Registered
0h 7m 54s,6/30/2014 6:36,Columbus Circle / Union Station,31623,6/30/2014 6:44,13th & D St NE,31622,W21235,Registered
0h 9m 23s,6/30/2014 6:38,16th & Harvard St NW,31103,6/30/2014 6:47,Massachusetts Ave & Dupont Circle NW,31200,W00958,Registered
0h 3m 56s,6/30/2014 6:39,Lincoln Park / 13th & East Capitol St NE ,31619,6/30/2014 6:43,D St & Maryland Ave NE,31612,W21030,Registered
0h 7m 11s,6/30/2014 6:39,18th St & Wyoming Ave NW,31114,6/30/2014 6:46,17th & Rhode Island Ave NW,31239,W21314,Registered
0h 8m 8s,6/30/2014 6:39,12th & Irving St NE,31511,6/30/2014 6:47,Eckington Pl & Q St NE,31505,W20029,Registered
0h 4m 18s,6/30/2014 6:39,Georgia Ave and Fairmont St NW,31207,6/30/2014 6:44,10th & U St NW,31111,W00848,Registered
0h 11m 41s,6/30/2014 6:39,Rosslyn Metro / Wilson Blvd & Ft Myer Dr,31015,6/30/2014 6:51,Court House Metro / Wilson Blvd & N Uhle St,31017,W21439,Registered
0h 10m 37s,6/30/2014 6:40,3rd & H St NE,31616,6/30/2014 6:50,5th St & Massachusetts Ave NW,31265,W00042,Registered
0h 4m 14s,6/30/2014 6:40,Columbia Rd & Georgia Ave NW,31115,6/30/2014 6:44,Park Rd & Holmead Pl NW,31602,W20841,Registered
0h 18m 45s,6/30/2014 6:40,D St & Maryland Ave NE,31612,6/30/2014 6:59,1st & Rhode Island Ave NW,31506,W00443,Registered
0h 4m 15s,6/30/2014 6:40,17th & Corcoran St NW,31214,6/30/2014 6:44,20th St & Florida Ave NW,31110,W21478,Registered
0h 15m 59s,6/30/2014 6:40,M St & Delaware Ave NE,31627,6/30/2014 6:56,M St & New Jersey Ave SE,31208,W21229,Registered
0h 7m 36s,6/30/2014 6:40,18th St & Wyoming Ave NW,31114,6/30/2014 6:48,21st & M St NW,31212,W01331,Registered
0h 7m 39s,6/30/2014 6:40,Park Rd & Holmead Pl NW,31602,6/30/2014 6:48,California St & Florida Ave NW,31116,W20738,Registered
0h 3m 4s,6/30/2014 6:40,N Adams St & Lee Hwy,31030,6/30/2014 6:43,Court House Metro / Wilson Blvd & N Uhle St,31017,W20629,Registered
0h 14m 52s,6/30/2014 6:40,New Jersey Ave & R St NW,31509,6/30/2014 6:55,US Dept of State / Virginia Ave & 21st St NW,31220,W00143,Registered
0h 6m 7s,6/30/2014 6:41,12th & L St NW,31251,6/30/2014 6:47,17th & Rhode Island Ave NW,31239,W21244,Casual
0h 9m 4s,6/30/2014 6:41,18th St & Wyoming Ave NW,31114,6/30/2014 6:50,M St & Pennsylvania Ave NW,31246,W21703,Registered
0h 21m 4s,6/30/2014 6:41,20th St & Florida Ave NW,31110,6/30/2014 7:02,4th & D St NW / Judiciary Square,31621,W20823,Registered
0h 29m 44s,6/30/2014 6:41,Anacostia Metro,31801,6/30/2014 7:11,17th & K St NW,31213,W01344,Registered
0h 7m 30s,6/30/2014 6:41,6th & Water St SW / SW Waterfront,31609,6/30/2014 6:49,Maryland & Independence Ave SW,31243,W01018,Registered
0h 1m 44s,6/30/2014 6:42,3rd & D St SE,31605,6/30/2014 6:43,3rd & G St SE,31625,W20179,Registered
0h 3m 34s,6/30/2014 6:42,Eastern Market Metro / Pennsylvania Ave & 7th St SE,31613,6/30/2014 6:45,3rd & G St SE,31625,W01394,Casual
0h 18m 21s,6/30/2014 6:42,39th & Calvert St NW / Stoddert,31306,6/30/2014 7:00,14th & G St NW,31238,W01456,Registered
0h 9m 5s,6/30/2014 6:42,3rd & H St NE,31616,6/30/2014 6:51,Maryland & Independence Ave SW,31243,W21215,Registered
0h 49m 18s,6/30/2014 6:42,Prince St & Union St,31041,6/30/2014 7:32,19th & E Street NW,31206,W21489,Registered
0h 20m 48s,6/30/2014 6:42,Columbia Rd & Georgia Ave NW,31115,6/30/2014 7:03,18th St & Pennsylvania Ave NW,31242,W21198,Registered
0h 18m 54s,6/30/2014 6:42,15th & Euclid St  NW,31117,6/30/2014 7:01,18th St & Pennsylvania Ave NW,31242,W01047,Registered
0h 22m 11s,6/30/2014 6:43,N Quincy St & Wilson Blvd,31039,6/30/2014 7:05,S Four Mile Run Dr & S Shirlington Rd,31057,W01015,Registered
0h 8m 34s,6/30/2014 6:43,3000 Connecticut Ave NW / National Zoo,31307,6/30/2014 6:51,California St & Florida Ave NW,31116,W20537,Registered
0h 24m 55s,6/30/2014 6:43,Washington Blvd & 10th St N,31026,6/30/2014 7:08,13th St & New York Ave NW,31227,W01430,Registered
0h 6m 57s,6/30/2014 6:43,Constitution Ave & 2nd St NW/DOL,31271,6/30/2014 6:50,10th St & Constitution Ave NW,31219,W20042,Registered
0h 9m 30s,6/30/2014 6:43,New Hampshire Ave & T St NW,31229,6/30/2014 6:53,18th St & Pennsylvania Ave NW,31242,W21644,Registered
0h 10m 51s,6/30/2014 6:43,20th St & Florida Ave NW,31110,6/30/2014 6:54,14th & V St NW,31101,W21171,Registered
0h 18m 36s,6/30/2014 6:43,Smithsonian / Jefferson Dr & 12th St SW,31248,6/30/2014 7:02,Long Bridge Park/Long Bridge Dr & 6th St S,31071,W21190,Registered
0h 2m 35s,6/30/2014 6:44,17th & Corcoran St NW,31214,6/30/2014 6:46,17th & Rhode Island Ave NW,31239,W20241,Registered
0h 6m 31s,6/30/2014 6:44,Convention Center / 7th & M St NW,31223,6/30/2014 6:50,11th & F St NW,31262,W20853,Registered
0h 7m 39s,6/30/2014 6:44,Park Rd & Holmead Pl NW,31602,6/30/2014 6:52,Adams Mill & Columbia Rd NW,31104,W21227,Registered
0h 1m 51s,6/30/2014 6:44,14th & Harvard St NW,31105,6/30/2014 6:46,14th & Belmont St NW,31119,W20064,Registered
0h 10m 50s,6/30/2014 6:44,11th & M St NW,31266,6/30/2014 6:55,18th St & Pennsylvania Ave NW,31242,W20868,Registered
0h 12m 42s,6/30/2014 6:44,10th & Monroe St NE,31504,6/30/2014 6:57,1st & M St NE,31603,W21699,Registered
0h 3m 59s,6/30/2014 6:44,Massachusetts Ave & Dupont Circle NW,31200,6/30/2014 6:48,19th & L St NW,31224,W20393,Registered
0h 1m 9s,6/30/2014 6:44,10th & U St NW,31111,6/30/2014 6:46,10th & U St NW,31111,W21033,Registered
0h 20m 35s,6/30/2014 6:44,Thomas Circle,31241,6/30/2014 7:05,11th & K St NW,31263,W00509,Casual
0h 4m 49s,6/30/2014 6:45,Carroll & Ethan Allen Ave,32026,6/30/2014 6:49,Takoma Metro,31408,W21285,Registered
0h 4m 44s,6/30/2014 6:45,15th & P St NW,31201,6/30/2014 6:50,New Hampshire Ave & T St NW,31229,W20405,Registered
